x,y,z,phenotype,oxygen,C,b,d,sim_time
-2,19,-11,surface,1.0,0.0,0.63,0.0,40
15,15,-2,surface,1.0,0.0,0.63,0.0,40
-7,15,7,surface,1.0,0.0,0.77,0.0,40
13,13,-10,surface,1.0,0.0,0.77,0.0,40
4,-16,-5,surface,1.0,0.0,0.63,0.0,40
6,-14,-7,surface,1.0,0.0,0.77,0.0,40
-9,-3,-13,surface,1.0,0.0,0.77,0.0,40
-15,-6,-7,surface,1.0,0.0,0.63,0.0,40
17,1,-7,surface,1.0,0.0,0.63,0.0,40
-14,4,5,surface,1.0,0.0,0.77,0.0,40
8,-9,-10,surface,1.0,0.0,0.63,0.0,40
-6,4,15,surface,1.0,0.0,0.77,0.0,40
0,10,-17,surface,1.0,0.0,0.77,0.0,40
15,8,-11,surface,1.0,0.0,0.77,0.0,40
-10,2,-14,surface,1.0,0.0,0.77,0.0,40
-9,16,2,surface,0.996909,0.003091,0.627836,0.000927,40
4,11,-17,surface,1.0,0.0,0.63,0.0,40
8,1,-18,surface,1.0,0.0,0.77,0.0,40
-15,2,-12,surface,0.9986,0.0014,0.76902,0.00042,40
1,7,-17,surface,1.0,0.0,0.63,0.0,40
-1,7,14,surface,1.0,0.0,0.63,0.0,40
-1,-10,-13,surface,1.0,0.0,0.77,0.0,40
-11,-20,-1,surface,1.0,0.0,0.77,0.0,40
-7,-20,-5,surface,1.0,0.0,0.77,0.0,40
-9,19,0,surface,1.0,0.0,0.77,0.0,40
12,19,5,surface,1.0,0.0,0.63,0.0,40
15,10,5,surface,1.0,0.0,0.77,0.0,40
7,-16,2,surface,1.0,0.0,0.63,0.0,40
14,1,7,surface,1.0,0.0,0.63,0.0,40
3,-16,4,surface,1.0,0.0,0.63,0.0,40
5,2,-18,surface,1.0,0.0,0.77,0.0,40
-5,-19,-1,surface,1.0,0.0,0.63,0.0,40
15,15,1,surface,1.0,0.0,0.77,0.0,40
-4,-18,-6,surface,1.0,0.0,0.77,0.0,40
-2,-10,11,surface,0.996886,0.003114,0.62782,0.000934,40
5,-14,-9,surface,1.0,0.0,0.63,0.0,40
9,-7,-11,surface,1.0,0.0,0.63,0.0,40
-2,-3,-15,surface,1.0,0.0,0.63,0.0,40
-5,-1,-15,surface,1.0,0.0,0.77,0.0,40
-4,-12,-12,surface,1.0,0.0,0.77,0.0,40
-17,-13,-5,surface,1.0,0.0,0.77,0.0,40
-9,7,13,surface,1.0,0.0,0.77,0.0,40
-9,6,14,surface,1.0,0.0,0.77,0.0,40
-16,-11,-7,surface,1.0,0.0,0.63,0.0,40
11,-1,7,surface,0.999976,2.4e-05,0.769983,7e-06,40
-13,-8,12,surface,1.0,0.0,0.63,0.0,40
13,8,-13,surface,1.0,0.0,0.63,0.0,40
16,13,2,surface,1.0,0.0,0.63,0.0,40
-1,-17,0,surface,1.0,0.0,0.77,0.0,40
16,2,-8,surface,1.0,0.0,0.63,0.0,40
-6,-1,16,surface,1.0,0.0,0.63,0.0,40
-15,3,8,surface,1.0,0.0,0.63,0.0,40
2,-16,7,surface,1.0,0.0,0.63,0.0,40
2,-2,-16,surface,1.0,0.0,0.63,0.0,40
0,15,11,surface,1.0,0.0,0.77,0.0,40
4,1,-17,surface,1.0,0.0,0.77,0.0,40
11,18,6,surface,1.0,0.0,0.77,0.0,40
1,-17,-8,surface,1.0,0.0,0.63,0.0,40
9,-11,-6,surface,1.0,0.0,0.63,0.0,40
-4,-18,-9,surface,1.0,0.0,0.77,0.0,40
6,7,13,surface,1.0,0.0,0.77,0.0,40
-12,-17,5,surface,1.0,0.0,0.77,0.0,40
-7,-13,11,surface,1.0,0.0,0.77,0.0,40
-3,16,9,surface,1.0,0.0,0.63,0.0,40
12,7,10,surface,0.999999,1e-06,0.629999,0.0,40
-6,14,-12,surface,1.0,0.0,0.63,0.0,40
4,13,-16,surface,1.0,0.0,0.77,0.0,40
0,-4,14,surface,0.996875,0.003125,0.767813,0.000937,40
-6,15,-12,surface,1.0,0.0,0.77,0.0,40
10,15,-11,surface,1.0,0.0,0.63,0.0,40
0,-17,-1,surface,1.0,0.0,0.63,0.0,40
1,9,-17,surface,1.0,0.0,0.63,0.0,40
2,-17,1,surface,1.0,0.0,0.77,0.0,40
16,-2,-2,surface,1.0,0.0,0.63,0.0,40
-16,-4,8,surface,0.999999,1e-06,0.769999,0.0,40
-13,7,-14,surface,0.999996,4e-06,0.629997,1e-06,40
-15,3,-14,surface,0.988666,0.011334,0.622066,0.0034,40
-5,-9,-12,surface,1.0,0.0,0.77,0.0,40
-5,-17,-10,surface,1.0,0.0,0.63,0.0,40
1,-5,-15,surface,1.0,0.0,0.77,0.0,40
11,-10,-1,surface,1.0,0.0,0.77,0.0,40
-12,7,5,surface,0.999779,0.000221,0.629845,6.6e-05,40
12,-8,-6,surface,1.0,0.0,0.77,0.0,40
-11,12,6,surface,1.0,0.0,0.63,0.0,40
-12,11,-7,surface,1.0,0.0,0.63,0.0,40
-6,5,14,surface,1.0,0.0,0.77,0.0,40
-9,10,11,surface,1.0,0.0,0.77,0.0,40
-10,16,-2,surface,1.0,0.0,0.77,0.0,40
-12,-19,0,surface,1.0,0.0,0.77,0.0,40
17,9,-6,surface,1.0,0.0,0.63,0.0,40
-11,-6,14,surface,1.0,0.0,0.77,0.0,40
-13,5,-14,surface,0.990126,0.009874,0.623088,0.002962,40
-17,-13,6,surface,1.0,0.0,0.63,0.0,40
-9,16,-5,surface,1.0,0.0,0.63,0.0,40
0,-9,11,surface,0.999433,0.000567,0.769603,0.00017,40
-2,5,14,surface,0.999983,1.7e-05,0.629988,5e-06,40
9,-14,3,surface,1.0,0.0,0.63,0.0,40
-10,10,9,surface,1.0,0.0,0.77,0.0,40
-11,-14,-9,surface,1.0,0.0,0.77,0.0,40
5,-3,-16,surface,1.0,0.0,0.77,0.0,40
-19,-13,-1,surface,1.0,0.0,0.77,0.0,40
-3,-14,-11,surface,1.0,0.0,0.63,0.0,40
-12,6,4,surface,0.999876,0.000124,0.769913,3.7e-05,40
-16,-1,-8,surface,0.983674,0.016326,0.758572,0.004898,40
-6,9,14,surface,1.0,0.0,0.63,0.0,40
8,10,-16,surface,1.0,0.0,0.77,0.0,40
-5,6,-16,surface,1.0,0.0,0.77,0.0,40
-6,18,5,surface,1.0,0.0,0.63,0.0,40
-1,-4,15,surface,1.0,0.0,0.63,0.0,40
3,17,-13,surface,1.0,0.0,0.63,0.0,40
-5,-16,6,surface,1.0,0.0,0.63,0.0,40
-5,1,-16,surface,1.0,0.0,0.77,0.0,40
-15,-5,-8,surface,1.0,0.0,0.77,0.0,40
-11,15,1,surface,1.0,0.0,0.77,0.0,40
12,15,6,surface,1.0,0.0,0.77,0.0,40
-7,0,-15,surface,1.0,0.0,0.63,0.0,40
-11,-10,12,surface,1.0,0.0,0.63,0.0,40
-6,17,6,surface,1.0,0.0,0.63,0.0,40
-17,4,-10,surface,1.0,0.0,0.77,0.0,40
-7,11,-16,surface,1.0,0.0,0.77,0.0,40
-5,-19,1,surface,1.0,0.0,0.77,0.0,40
-11,15,0,surface,1.0,0.0,0.63,0.0,40
-4,1,-16,surface,1.0,0.0,0.77,0.0,40
16,1,-8,surface,1.0,0.0,0.63,0.0,40
-5,-2,-15,surface,1.0,0.0,0.63,0.0,40
13,18,0,surface,1.0,0.0,0.63,0.0,40
-7,19,5,surface,1.0,0.0,0.63,0.0,40
14,1,-13,surface,1.0,0.0,0.63,0.0,40
-1,14,12,surface,1.0,0.0,0.63,0.0,40
17,3,-1,surface,1.0,0.0,0.63,0.0,40
18,8,-2,surface,1.0,0.0,0.77,0.0,40
-5,18,-8,surface,1.0,0.0,0.63,0.0,40
-5,18,6,surface,1.0,0.0,0.63,0.0,40
-10,16,-3,surface,1.0,0.0,0.63,0.0,40
3,-1,-17,surface,1.0,0.0,0.63,0.0,40
2,17,-14,surface,1.0,0.0,0.77,0.0,40
-11,-8,-11,surface,1.0,0.0,0.77,0.0,40
-16,-8,-6,surface,1.0,0.0,0.77,0.0,40
-1,-2,-15,surface,1.0,0.0,0.77,0.0,40
-3,18,-11,surface,1.0,0.0,0.63,0.0,40
-6,13,-15,surface,1.0,0.0,0.63,0.0,40
-6,-18,3,surface,1.0,0.0,0.63,0.0,40
5,-10,8,surface,0.999779,0.000221,0.629845,6.6e-05,40
13,19,-3,surface,1.0,0.0,0.63,0.0,40
-5,0,-15,surface,1.0,0.0,0.63,0.0,40
12,-2,-15,surface,1.0,0.0,0.77,0.0,40
-10,-5,15,surface,1.0,0.0,0.63,0.0,40
-9,17,4,surface,1.0,0.0,0.77,0.0,40
-11,6,12,surface,1.0,0.0,0.77,0.0,40
16,11,2,surface,0.999999,1e-06,0.769999,0.0,40
-13,9,-9,surface,1.0,0.0,0.77,0.0,40
-14,-18,4,surface,1.0,0.0,0.63,0.0,40
-9,19,1,surface,1.0,0.0,0.63,0.0,40
-19,-9,-4,surface,1.0,0.0,0.63,0.0,40
7,-15,-5,surface,1.0,0.0,0.63,0.0,40
-19,-13,3,surface,1.0,0.0,0.77,0.0,40
13,18,1,surface,1.0,0.0,0.63,0.0,40
11,19,7,surface,1.0,0.0,0.77,0.0,40
-7,-3,-13,surface,1.0,0.0,0.77,0.0,40
10,-11,-5,surface,1.0,0.0,0.63,0.0,40
6,14,11,surface,1.0,0.0,0.77,0.0,40
-4,-19,-5,surface,1.0,0.0,0.63,0.0,40
1,-16,-11,surface,1.0,0.0,0.63,0.0,40
-16,-1,9,surface,1.0,0.0,0.77,0.0,40
-9,4,15,surface,1.0,0.0,0.77,0.0,40
10,19,-9,surface,1.0,0.0,0.63,0.0,40
-12,2,15,surface,1.0,0.0,0.63,0.0,40
-18,0,4,surface,0.999996,4e-06,0.629997,1e-06,40
-2,-16,6,surface,1.0,0.0,0.77,0.0,40
6,-10,-11,surface,1.0,0.0,0.77,0.0,40
18,9,-4,surface,1.0,0.0,0.63,0.0,40
-17,0,-9,surface,0.999917,8.3e-05,0.629942,2.5e-05,40
-2,13,13,surface,1.0,0.0,0.63,0.0,40
-7,-16,-9,surface,1.0,0.0,0.63,0.0,40
10,-1,-17,surface,1.0,0.0,0.77,0.0,40
12,-11,-4,surface,1.0,0.0,0.63,0.0,40
-11,-15,9,surface,1.0,0.0,0.63,0.0,40
14,-5,-3,surface,1.0,0.0,0.77,0.0,40
-20,-12,-1,surface,1.0,0.0,0.77,0.0,40
-13,-18,-3,surface,1.0,0.0,0.63,0.0,40
-5,15,9,surface,1.0,0.0,0.77,0.0,40
-4,18,-10,surface,1.0,0.0,0.63,0.0,40
10,5,-17,surface,1.0,0.0,0.77,0.0,40
-12,2,-14,surface,1.0,0.0,0.63,0.0,40
-8,5,-16,surface,1.0,0.0,0.77,0.0,40
3,-14,-10,surface,1.0,0.0,0.63,0.0,40
16,-3,-3,surface,1.0,0.0,0.63,0.0,40
-2,17,9,surface,1.0,0.0,0.77,0.0,40
11,-4,7,surface,1.0,0.0,0.63,0.0,40
-1,-11,-13,surface,1.0,0.0,0.77,0.0,40
-12,10,0,surface,1.0,0.0,0.63,0.0,40
3,1,13,surface,0.999991,9e-06,0.629993,3e-06,40
-16,7,-4,surface,0.999993,7e-06,0.769995,2e-06,40
-15,4,-13,surface,0.980415,0.019585,0.756291,0.005875,40
-11,15,-4,surface,1.0,0.0,0.63,0.0,40
6,3,-17,surface,1.0,0.0,0.63,0.0,40
15,16,-4,surface,1.0,0.0,0.77,0.0,40
-16,-15,6,surface,1.0,0.0,0.77,0.0,40
13,14,6,surface,1.0,0.0,0.63,0.0,40
2,12,-16,surface,1.0,0.0,0.77,0.0,40
4,16,-13,surface,1.0,0.0,0.77,0.0,40
-18,-16,0,surface,1.0,0.0,0.77,0.0,40
14,3,-14,surface,1.0,0.0,0.77,0.0,40
0,16,11,surface,1.0,0.0,0.77,0.0,40
8,0,9,surface,0.999974,2.6e-05,0.629982,8e-06,40
8,12,-15,surface,1.0,0.0,0.77,0.0,40
5,5,-17,surface,1.0,0.0,0.77,0.0,40
-4,-3,-15,surface,1.0,0.0,0.63,0.0,40
5,-16,-4,surface,1.0,0.0,0.63,0.0,40
-12,-17,6,surface,1.0,0.0,0.63,0.0,40
4,-5,-16,surface,1.0,0.0,0.63,0.0,40
-14,10,-4,surface,0.999996,4e-06,0.629997,1e-06,40
7,-11,6,surface,1.0,0.0,0.77,0.0,40
3,-17,-5,surface,1.0,0.0,0.77,0.0,40
17,-1,-8,surface,1.0,0.0,0.77,0.0,40
8,-15,-1,surface,1.0,0.0,0.77,0.0,40
-15,1,8,surface,1.0,0.0,0.77,0.0,40
-9,16,-7,surface,1.0,0.0,0.77,0.0,40
-7,13,-13,surface,1.0,0.0,0.63,0.0,40
6,3,12,surface,0.999899,0.000101,0.76993,3e-05,40
-11,12,-9,surface,1.0,0.0,0.77,0.0,40
10,-11,3,surface,0.996905,0.003095,0.627834,0.000928,40
6,-10,7,surface,1.0,0.0,0.63,0.0,40
12,6,9,surface,0.99999,1e-05,0.769993,3e-06,40
-12,11,-9,surface,1.0,0.0,0.77,0.0,40
-9,18,2,surface,1.0,0.0,0.77,0.0,40
5,-2,-17,surface,1.0,0.0,0.63,0.0,40
14,12,6,surface,1.0,0.0,0.77,0.0,40
-8,-15,-9,surface,1.0,0.0,0.77,0.0,40
-11,13,5,surface,1.0,0.0,0.77,0.0,40
-1,-16,-9,surface,1.0,0.0,0.77,0.0,40
-1,-3,-15,surface,1.0,0.0,0.77,0.0,40
-7,10,-16,surface,1.0,0.0,0.77,0.0,40
0,-17,-9,surface,1.0,0.0,0.63,0.0,40
10,18,-8,surface,1.0,0.0,0.77,0.0,40
-15,5,-13,surface,0.999594,0.000406,0.629716,0.000122,40
-1,-16,-11,surface,1.0,0.0,0.63,0.0,40
-18,-2,3,surface,0.999999,1e-06,0.769999,0.0,40
-4,14,10,surface,1.0,0.0,0.63,0.0,40
14,19,1,surface,1.0,0.0,0.77,0.0,40
-14,3,4,surface,1.0,0.0,0.63,0.0,40
-11,-19,-3,surface,1.0,0.0,0.77,0.0,40
-15,-7,11,surface,1.0,0.0,0.77,0.0,40
-9,-5,16,surface,1.0,0.0,0.63,0.0,40
1,-3,14,surface,0.996872,0.003128,0.62781,0.000939,40
-4,8,-17,surface,1.0,0.0,0.63,0.0,40
-12,7,8,surface,1.0,0.0,0.63,0.0,40
-11,2,-14,surface,1.0,0.0,0.77,0.0,40
-10,-8,-11,surface,1.0,0.0,0.77,0.0,40
-17,-2,-3,surface,0.99998,2e-05,0.629986,6e-06,40
-14,-2,14,surface,1.0,0.0,0.77,0.0,40
-2,11,-17,surface,1.0,0.0,0.77,0.0,40
-10,17,-3,surface,1.0,0.0,0.63,0.0,40
-17,-5,8,surface,1.0,0.0,0.63,0.0,40
12,-10,-6,surface,1.0,0.0,0.77,0.0,40
-11,10,8,surface,1.0,0.0,0.77,0.0,40
11,15,7,surface,1.0,0.0,0.63,0.0,40
15,15,0,surface,1.0,0.0,0.77,0.0,40
12,-1,-16,surface,1.0,0.0,0.77,0.0,40
17,2,-6,surface,1.0,0.0,0.63,0.0,40
1,-1,-16,surface,1.0,0.0,0.63,0.0,40
10,3,11,surface,0.999876,0.000124,0.629913,3.7e-05,40
-18,-15,-1,surface,1.0,0.0,0.63,0.0,40
7,15,-14,surface,1.0,0.0,0.77,0.0,40
-3,-18,-6,surface,1.0,0.0,0.77,0.0,40
-15,-4,9,surface,1.0,0.0,0.77,0.0,40
-3,14,13,surface,1.0,0.0,0.63,0.0,40
13,17,2,surface,1.0,0.0,0.77,0.0,40
10,-6,-12,surface,1.0,0.0,0.77,0.0,40
-10,-12,-10,surface,1.0,0.0,0.77,0.0,40
-12,11,-8,surface,1.0,0.0,0.77,0.0,40
5,-16,3,surface,1.0,0.0,0.63,0.0,40
-14,-15,7,surface,1.0,0.0,0.77,0.0,40
11,16,6,surface,1.0,0.0,0.63,0.0,40
-10,-14,10,surface,1.0,0.0,0.77,0.0,40
-7,-9,13,surface,0.999976,2.4e-05,0.629983,7e-06,40
12,14,-9,surface,1.0,0.0,0.63,0.0,40
17,8,-7,surface,1.0,0.0,0.77,0.0,40
-3,-11,-12,surface,1.0,0.0,0.77,0.0,40
-7,19,-7,surface,1.0,0.0,0.77,0.0,40
-10,9,-14,surface,1.0,0.0,0.77,0.0,40
-15,11,-5,surface,1.0,0.0,0.77,0.0,40
-10,-16,8,surface,1.0,0.0,0.63,0.0,40
-18,-5,-3,surface,1.0,0.0,0.63,0.0,40
-1,12,-16,surface,1.0,0.0,0.63,0.0,40
-17,2,-4,surface,0.999959,4.1e-05,0.769971,1.2e-05,40
-19,-9,2,surface,1.0,0.0,0.63,0.0,40
-12,-18,4,surface,1.0,0.0,0.77,0.0,40
6,17,-11,surface,1.0,0.0,0.77,0.0,40
-12,3,-15,surface,1.0,0.0,0.77,0.0,40
-14,-12,-7,surface,1.0,0.0,0.63,0.0,40
-16,-18,-1,surface,1.0,0.0,0.63,0.0,40
10,18,6,surface,1.0,0.0,0.77,0.0,40
14,15,2,surface,1.0,0.0,0.77,0.0,40
-14,-19,2,surface,1.0,0.0,0.63,0.0,40
-15,1,-12,surface,0.988027,0.011973,0.761619,0.003592,40
-8,-18,4,surface,1.0,0.0,0.77,0.0,40
-16,-16,6,surface,1.0,0.0,0.77,0.0,40
17,4,-6,surface,1.0,0.0,0.77,0.0,40
5,16,11,surface,1.0,0.0,0.63,0.0,40
-3,10,-17,surface,1.0,0.0,0.77,0.0,40
-10,10,-14,surface,1.0,0.0,0.63,0.0,40
-16,-6,-7,surface,1.0,0.0,0.77,0.0,40
-16,-19,-1,surface,1.0,0.0,0.77,0.0,40
-1,-17,5,surface,1.0,0.0,0.63,0.0,40
3,8,-17,surface,1.0,0.0,0.77,0.0,40
9,14,-13,surface,1.0,0.0,0.77,0.0,40
4,-12,-11,surface,1.0,0.0,0.63,0.0,40
4,17,-12,surface,1.0,0.0,0.63,0.0,40
-13,-13,-8,surface,1.0,0.0,0.77,0.0,40
-7,-19,-6,surface,1.0,0.0,0.77,0.0,40
17,4,-7,surface,1.0,0.0,0.77,0.0,40
17,3,0,surface,1.0,0.0,0.63,0.0,40
4,-3,8,surface,0.995903,0.004097,0.627132,0.001229,40
7,7,-17,surface,1.0,0.0,0.77,0.0,40
-9,18,1,surface,1.0,0.0,0.77,0.0,40
3,-6,-16,surface,1.0,0.0,0.63,0.0,40
-19,-10,4,surface,1.0,0.0,0.77,0.0,40
-9,17,-3,surface,1.0,0.0,0.63,0.0,40
-4,18,-12,surface,1.0,0.0,0.77,0.0,40
17,4,-9,surface,1.0,0.0,0.77,0.0,40
16,-3,-8,surface,1.0,0.0,0.77,0.0,40
6,1,11,surface,0.998824,0.001176,0.629177,0.000353,40
-4,-5,15,surface,1.0,0.0,0.63,0.0,40
16,1,0,surface,1.0,0.0,0.77,0.0,40
18,4,-1,surface,1.0,0.0,0.77,0.0,40
-12,-14,9,surface,1.0,0.0,0.77,0.0,40
-13,5,12,surface,1.0,0.0,0.77,0.0,40
-12,-13,10,surface,1.0,0.0,0.63,0.0,40
12,1,9,surface,1.0,0.0,0.77,0.0,40
-9,5,14,surface,1.0,0.0,0.63,0.0,40
11,6,-17,surface,1.0,0.0,0.77,0.0,40
9,-14,2,surface,1.0,0.0,0.63,0.0,40
-4,15,10,surface,1.0,0.0,0.77,0.0,40
-11,13,-6,surface,1.0,0.0,0.63,0.0,40
-2,12,13,surface,0.999998,2e-06,0.769999,0.0,40
17,10,0,surface,1.0,0.0,0.77,0.0,40
-1,-14,8,surface,0.999832,0.000168,0.629882,5e-05,40
-7,18,-5,surface,1.0,0.0,0.63,0.0,40
-13,-20,-1,surface,1.0,0.0,0.63,0.0,40
16,14,1,surface,1.0,0.0,0.77,0.0,40
10,-2,-16,surface,1.0,0.0,0.77,0.0,40
-17,-12,-6,surface,1.0,0.0,0.77,0.0,40
7,1,-18,surface,1.0,0.0,0.63,0.0,40
16,11,-6,surface,1.0,0.0,0.63,0.0,40
2,-10,9,surface,0.999897,0.000103,0.769928,3.1e-05,40
7,13,11,surface,1.0,0.0,0.77,0.0,40
-10,-18,-7,surface,1.0,0.0,0.63,0.0,40
11,-11,-2,surface,1.0,0.0,0.63,0.0,40
-9,10,-14,surface,1.0,0.0,0.77,0.0,40
-2,-5,-15,surface,1.0,0.0,0.63,0.0,40
0,5,14,surface,0.999966,3.4e-05,0.769976,1e-05,40
-13,-5,14,surface,1.0,0.0,0.63,0.0,40
13,3,9,surface,1.0,0.0,0.77,0.0,40
-17,3,-9,surface,1.0,0.0,0.77,0.0,40
-15,-13,-6,surface,1.0,0.0,0.77,0.0,40
-19,-7,3,surface,1.0,0.0,0.63,0.0,40
-14,-11,-8,surface,1.0,0.0,0.77,0.0,40
-14,11,-7,surface,1.0,0.0,0.77,0.0,40
7,-13,-7,surface,1.0,0.0,0.77,0.0,40
11,2,-17,surface,1.0,0.0,0.63,0.0,40
0,17,-13,surface,1.0,0.0,0.63,0.0,40
-13,-18,4,surface,1.0,0.0,0.63,0.0,40
2,-13,-11,surface,1.0,0.0,0.77,0.0,40
-10,18,0,surface,1.0,0.0,0.77,0.0,40
-9,-8,13,surface,1.0,0.0,0.63,0.0,40
-3,-18,0,surface,1.0,0.0,0.63,0.0,40
-8,19,-3,surface,1.0,0.0,0.63,0.0,40
-5,-5,15,surface,1.0,0.0,0.63,0.0,40
-11,3,15,surface,1.0,0.0,0.63,0.0,40
4,-17,2,surface,1.0,0.0,0.63,0.0,40
7,-5,7,surface,0.975691,0.024309,0.612984,0.007293,40
15,2,-12,surface,0.996909,0.003091,0.627836,0.000927,40
-17,-6,-5,surface,0.999778,0.000222,0.629845,6.7e-05,40
0,1,-16,surface,1.0,0.0,0.63,0.0,40
11,13,8,surface,1.0,0.0,0.63,0.0,40
-3,15,11,surface,1.0,0.0,0.63,0.0,40
14,18,-2,surface,1.0,0.0,0.63,0.0,40
3,-13,-12,surface,1.0,0.0,0.77,0.0,40
-13,7,6,surface,1.0,0.0,0.63,0.0,40
-16,5,-10,surface,1.0,0.0,0.77,0.0,40
-16,3,-13,surface,0.988666,0.011334,0.622066,0.0034,40
-15,-6,10,surface,1.0,0.0,0.77,0.0,40
-8,-9,13,surface,1.0,0.0,0.63,0.0,40
11,14,-10,surface,1.0,0.0,0.77,0.0,40
-6,-12,11,surface,1.0,0.0,0.63,0.0,40
5,10,-17,surface,1.0,0.0,0.77,0.0,40
16,5,6,surface,1.0,0.0,0.77,0.0,40
3,19,8,surface,1.0,0.0,0.77,0.0,40
-13,11,-7,surface,1.0,0.0,0.77,0.0,40
-11,14,-7,surface,1.0,0.0,0.77,0.0,40
-4,-15,7,surface,1.0,0.0,0.63,0.0,40
-1,-17,2,surface,1.0,0.0,0.63,0.0,40
-8,-16,8,surface,1.0,0.0,0.77,0.0,40
12,-9,1,surface,1.0,0.0,0.63,0.0,40
-17,2,-9,surface,0.999994,6e-06,0.769996,2e-06,40
-16,-8,-7,surface,1.0,0.0,0.77,0.0,40
13,19,3,surface,1.0,0.0,0.77,0.0,40
-11,-18,-6,surface,1.0,0.0,0.63,0.0,40
11,17,5,surface,1.0,0.0,0.63,0.0,40
14,18,-1,surface,1.0,0.0,0.77,0.0,40
-16,-17,1,surface,1.0,0.0,0.63,0.0,40
5,-11,8,surface,0.999999,1e-06,0.769999,0.0,40
9,18,-8,surface,1.0,0.0,0.63,0.0,40
-1,-18,-7,surface,1.0,0.0,0.77,0.0,40
-8,15,-10,surface,1.0,0.0,0.63,0.0,40
-6,-16,8,surface,1.0,0.0,0.63,0.0,40
-13,-16,-6,surface,1.0,0.0,0.63,0.0,40
14,13,6,surface,1.0,0.0,0.63,0.0,40
10,4,-17,surface,1.0,0.0,0.77,0.0,40
-1,-19,-5,surface,1.0,0.0,0.63,0.0,40
-15,-14,8,surface,1.0,0.0,0.77,0.0,40
-20,-11,-2,surface,1.0,0.0,0.63,0.0,40
-14,-14,-6,surface,1.0,0.0,0.63,0.0,40
6,11,-17,surface,1.0,0.0,0.63,0.0,40
-7,-8,-12,surface,1.0,0.0,0.77,0.0,40
5,13,-16,surface,1.0,0.0,0.63,0.0,40
-18,-13,4,surface,1.0,0.0,0.63,0.0,40
-16,2,6,surface,1.0,0.0,0.77,0.0,40
5,19,-13,surface,1.0,0.0,0.77,0.0,40
-19,-11,-3,surface,0.999996,4e-06,0.629997,1e-06,40
-19,-15,0,surface,1.0,0.0,0.63,0.0,40
4,-13,-10,surface,1.0,0.0,0.77,0.0,40
-15,3,4,surface,1.0,0.0,0.63,0.0,40
-9,-6,15,surface,1.0,0.0,0.77,0.0,40
3,17,-14,surface,1.0,0.0,0.63,0.0,40
-14,11,-4,surface,1.0,0.0,0.63,0.0,40
7,18,-10,surface,1.0,0.0,0.77,0.0,40
18,6,0,surface,1.0,0.0,0.77,0.0,40
-14,-10,11,surface,1.0,0.0,0.77,0.0,40
-11,-13,10,surface,1.0,0.0,0.77,0.0,40
-13,8,-12,surface,1.0,0.0,0.63,0.0,40
3,0,-17,surface,1.0,0.0,0.63,0.0,40
13,15,3,surface,1.0,0.0,0.63,0.0,40
18,8,-5,surface,1.0,0.0,0.77,0.0,40
-15,9,-4,surface,0.999996,4e-06,0.769997,1e-06,40
-15,-7,4,surface,0.845398,0.154602,0.521779,0.046381,40
-11,-19,1,surface,1.0,0.0,0.63,0.0,40
-8,17,5,surface,1.0,0.0,0.77,0.0,40
-10,11,-13,surface,1.0,0.0,0.63,0.0,40
-3,13,13,surface,1.0,0.0,0.63,0.0,40
-9,14,6,surface,1.0,0.0,0.63,0.0,40
7,-13,-8,surface,1.0,0.0,0.77,0.0,40
7,8,13,surface,0.999999,1e-06,0.629999,0.0,40
-19,-13,-2,surface,0.999876,0.000124,0.629913,3.7e-05,40
-16,3,-1,surface,1.0,0.0,0.63,0.0,40
8,-14,-5,surface,1.0,0.0,0.77,0.0,40
-12,-2,16,surface,1.0,0.0,0.63,0.0,40
-15,-5,11,surface,1.0,0.0,0.77,0.0,40
-2,-18,-8,surface,1.0,0.0,0.63,0.0,40
0,-11,-13,surface,1.0,0.0,0.77,0.0,40
4,-15,-7,surface,1.0,0.0,0.77,0.0,40
5,16,-14,surface,1.0,0.0,0.63,0.0,40
15,1,-11,surface,1.0,0.0,0.63,0.0,40
0,-4,-16,surface,1.0,0.0,0.77,0.0,40
-15,-11,10,surface,1.0,0.0,0.77,0.0,40
-3,6,14,surface,1.0,0.0,0.77,0.0,40
-12,-3,-10,surface,0.99855,0.00145,0.628985,0.000435,40
14,9,8,surface,1.0,0.0,0.63,0.0,40
-18,-14,-4,surface,1.0,0.0,0.63,0.0,40
-3,5,-16,surface,1.0,0.0,0.63,0.0,40
17,5,-7,surface,1.0,0.0,0.63,0.0,40
-3,-12,-12,surface,1.0,0.0,0.77,0.0,40
-9,10,9,surface,0.999938,6.2e-05,0.629957,1.9e-05,40
15,9,6,surface,1.0,0.0,0.63,0.0,40
-1,14,-15,surface,1.0,0.0,0.77,0.0,40
10,3,-17,surface,1.0,0.0,0.77,0.0,40
-5,2,-16,surface,1.0,0.0,0.63,0.0,40
-16,-4,11,surface,1.0,0.0,0.77,0.0,40
-11,6,10,surface,1.0,0.0,0.63,0.0,40
-8,-13,11,surface,1.0,0.0,0.63,0.0,40
-18,-14,4,surface,1.0,0.0,0.77,0.0,40
-7,-19,3,surface,1.0,0.0,0.63,0.0,40
2,-14,7,surface,1.0,0.0,0.63,0.0,40
8,-14,4,surface,1.0,0.0,0.63,0.0,40
5,-6,-14,surface,1.0,0.0,0.63,0.0,40
-17,-16,-2,surface,1.0,0.0,0.77,0.0,40
-17,-4,-6,surface,0.978204,0.021796,0.754743,0.006539,40
-9,-16,9,surface,1.0,0.0,0.77,0.0,40
